LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2042;5041211
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2043;5117513
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2044;5195748
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2045;5275824
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2046;5357645
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2047;5440552
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2048;5524494
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2049;5609369
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2050;5694981
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2051;5781108
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2052;5867600
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2053;5954414
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2054;6041644
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2055;6129522
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2056;6218324
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2057;6308378
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2058;6399877
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2059;6492884
DEU;GDPLTFORECAST;TOT;MLN_USD;A;2060;6587327
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2016;256586.8611
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2017;259924.3773
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2018;265003.6905
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2019;271162.1657
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2020;282030.5
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2021;291939.9
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2022;300039
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2023;306713.9
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2024;312421
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2025;317504.9
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2026;322171.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2027;326551.2
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2028;330722.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2029;334735.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2030;338620.2
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2031;342394.4
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2032;346067.6
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2033;349640.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2034;353109.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2035;356471
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2036;359724.2
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2037;362869.3
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2038;365911
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2039;368861.9
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2040;371742
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2041;374575.3
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2042;377385.3
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2043;380198.5
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2044;383044.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2045;385955.9
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2046;388961
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2047;392050.7
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2048;395236
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2049;398527.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2050;401940.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2051;405490.8
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2052;409183.5
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2053;413019.2
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2054;416997.3
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2055;421121.5
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2056;425398.7
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2057;429827.1
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2058;434399.4
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2059;439106
GRC;GDPLTFORECAST;TOT;MLN_USD;A;2060;443938.9
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2016;242321.1417
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2017;251986.6302
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2018;263150.5397
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2019;272694.8862
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2020;278925.3
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2021;285049.7
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2022;291647.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2023;298664.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2024;305932.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2025;313337.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2026;320754.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2027;328086.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2028;335258.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2029;342226.6
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2030;348972.4
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2031;355489
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2032;361733.8
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2033;367686.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2034;373330.9
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2035;378670.4
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2036;383755.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2037;388668.6
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2038;393493.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2039;398293.4
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2040;403123.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2041;408039.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2042;413093.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2043;418314
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2044;423702.6
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2045;429238.7
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2046;434898.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2047;440701.6
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2048;446623.1
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2049;452628.8
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2050;458688.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2051;464796.7
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2052;470934.9
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2053;477144.5
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2054;483464.3
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2055;489929.2
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2056;496574.3
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2057;503433.4
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2058;510521.6
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2059;517819
HUN;GDPLTFORECAST;TOT;MLN_USD;A;2060;525283.9
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2016;15132.45412
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2017;15683.61249
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2018;16129.53649
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2019;16554.20009
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2020;16877.54
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2021;17214.83
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2022;17580.48
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2023;17971.8
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2024;18384.79
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2025;18816.7
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2026;19263.75
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2027;19725.69
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2028;20201.63
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2029;20691.4
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2030;21195.11
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2031;21713.08
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2032;22245.64
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2033;22792.91
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2034;23354.94
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2035;23931.85
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2036;24523.75
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2037;25130.41
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2038;25751.44
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2039;26386.46
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2040;27035.22
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2041;27697.56
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2042;28370.57
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2043;29053.67
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2044;29746.53
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2045;30449.21
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2046;31162.06
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2047;31888.18
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2048;32627.91
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2049;33381.65
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2050;34150.05
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2051;34933.79
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2052;35729.9
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2053;36538.22
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2054;37358.55
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2055;38190.97
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2056;39035.78
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2057;39896.84
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2058;40774.85
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2059;41671.06
ISL;GDPLTFORECAST;TOT;MLN_USD;A;2060;42587.29
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2016;295184.6949
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2017;318233.5673
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2018;331080.2036
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2019;340595.6691
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2020;348117.7
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2021;356102.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2022;364905.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2023;374447.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2024;384538.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2025;395031.7
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2026;405851.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2027;416934.8
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2028;428292.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2029;439933.3
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2030;451820.9
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2031;463903.9
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2032;476185.9
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2033;488621.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2034;501171.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2035;513810
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2036;526530.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2037;539284
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2038;552096.8
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2039;565003.3
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2040;578042.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2041;591252.7
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2042;604672.2
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2043;618334.2
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2044;632271.8
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2045;646521.8
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2046;661129.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2047;676069.7
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2048;691403.8
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2049;707205.3
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2050;723553.2
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2051;740521.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2052;758162.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2053;776517.9
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2054;795621.4
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2055;815506.3
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2056;836200.7
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2057;857709.1
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2058;880015.6
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2059;903092.4
IRL;GDPLTFORECAST;TOT;MLN_USD;A;2060;926913.2
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2016;2034530.382
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2017;2066524.033
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2018;2095921.584
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2019;2119647.282
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2020;2130927
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2021;2139511
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2022;2148040
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2023;2157702
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2024;2169131
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2025;2182439
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2026;2197323
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2027;2213428
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2028;2230621
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2029;2248806
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2030;2267916
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2031;2287943
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2032;2309021
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2033;2331142
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2034;2354304
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2035;2378532
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2036;2403902
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2037;2430138
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2038;2457285
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2039;2485373
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2040;2514467
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2041;2544674
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2042;2576276
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2043;2609369
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2044;2644023
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2045;2680291
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2046;2718208
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2047;2757788
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2048;2799046
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2049;2842038
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2050;2886881
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2051;2933736
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2052;2982561
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2053;3033489
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2054;3086637
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2055;3142088
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2056;3199870
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2057;3260202
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2058;3323068
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2059;3388453
ITA;GDPLTFORECAST;TOT;MLN_USD;A;2060;3456331
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2016;4760837.492
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2017;4839977.026
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2018;4896894.648
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2019;4956288.805
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2020;4986639
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2021;5013914
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2022;5044030
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2023;5079930
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2024;5123197
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2025;5173302
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2026;5229258
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2027;5289618
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2028;5353492
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2029;5420081
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2030;5488704
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2031;5558765
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2032;5630193
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2033;5702497
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2034;5775365
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2035;5848693
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2036;5922538
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2037;5996370
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2038;6070221
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2039;6144150
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2040;6218262
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2041;6292665
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2042;6367331
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2043;6442085
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2044;6516703
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2045;6591090
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2046;6665423
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2047;6739406
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2048;6813610
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2049;6888848
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2050;6966054
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2051;7046013
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2052;7128967
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2053;7214796
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2054;7303280
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2055;7394308
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2056;7487843
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2057;7584295
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2058;7683261
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2059;7784375
JPN;GDPLTFORECAST;TOT;MLN_USD;A;2060;7887404
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2016;1795916.633
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2017;1850921.279
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2018;1907113.026
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2019;1965233.16
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2020;2034655
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2021;2103608
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2022;2169180
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2023;2231631
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2024;2292102
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2025;2351626
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2026;2410456
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2027;2468437
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2028;2525545
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2029;2581711
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2030;2636873
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2031;2691018
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2032;2744194
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2033;2796477
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2034;2847940
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2035;2898636
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2036;2948623
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2037;2997620
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2038;3045615
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2039;3092552
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2040;3138401
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2041;3183191
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2042;3226971
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2043;3269858
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2044;3312047
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2045;3353791
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2046;3395353
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2047;3437298
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2048;3479799
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2049;3523002
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2050;3567039
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2051;3611991
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2052;3657425
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2053;3703107
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2054;3748721
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2055;3794015
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2056;3838892
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2057;3882960
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2058;3926322
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2059;3969155
KOR;GDPLTFORECAST;TOT;MLN_USD;A;2060;4011649
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2016;51556.4189
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2017;52751.04574
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2018;54633.75678
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2019;56733.55858
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2020;58205.21
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2021;59671.91
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2022;61284.66
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2023;63041.97
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2024;64922.29
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2025;66919.49
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2026;69015.76
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2027;71183.68
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2028;73420.54
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2029;75725.73
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2030;78098.28
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2031;80537.85
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2032;83060.87
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2033;85672.69
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2034;88375.81
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2035;91169.65
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2036;94052.79
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2037;97013.79
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2038;100052.7
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2039;103166.2
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2040;106348.8
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2041;109596.7
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2042;112912.5
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2043;116301
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2044;119765.8
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2045;123307.9
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2046;126927.3
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2047;130646.3
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2048;134468.5
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2049;138394.7
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2050;142423.5
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2051;146555
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2052;150774.3
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2053;155086.1
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2054;159492
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2055;163991.2
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2056;168584.8
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2057;173281.3
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2058;178091
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2059;183022.8
LUX;GDPLTFORECAST;TOT;MLN_USD;A;2060;188082.8
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2016;2070977.05
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2017;2118123.629
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2018;2170561.582
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2019;2232093.267
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2020;2285064
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2021;2341103
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2022;2402369
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2023;2467553
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2024;2535242
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2025;2605236
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2026;2677368
MEX;GDPLTFORECAST;TOT;MLN_USD;A;2027;2751689
